feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.9251003879276742,0.9781238410530122,0.4935160352028785,0.5908798796771749,-0.41427777110194813,1.1470199513234653,1.2224033475156133,1.3573246619264427,0.9660407980573626,-1.5708254995526079,1
-0.7646408555493516,3.438629100576133,-1.5224146942667398,-1.3417047692833284,1.4166972043694552,4.581310109034277,2.9813744481714344,-0.8902544200486536,1.4388263794542226,-3.910867327691706,0
0.3163128512174624,1.9654263330023067,-0.6284857063107556,-0.1869229032313302,0.29251774474928816,1.2423808272935637,1.12398682468406,-1.9581754288830124,-0.3488031548729745,-1.8862438504121701,0
0.3372817276770705,0.7666178090486458,-0.11542030120241245,0.47075498214359274,-0.7585157955564776,0.671439608625775,0.31107388802338776,-1.0344713570175377,-1.6541764402276586,-1.5001894907473725,1
0.0783845075951185,0.8658279633802808,-1.7249168959418097,-2.0356665527952513,0.5151073004019334,0.5312485208153648,-0.8830365983685233,0.5983301738078541,-0.5242827429098788,0.9654902091496707,0
1.0753636027276046,0.6465963500887727,0.03372310292137513,-0.6083336445249399,-0.07311569800372997,0.9971411035321912,0.4164549599211318,0.7723145844407059,-0.13552626897887088,0.030549459815365516,1
2.463043651152377,-1.465577171653201,-0.33394559630536247,-0.36788010030717827,0.6061986335317129,-2.5301330399526405,-0.6849958668412293,0.2128198468830529,0.7160457490404942,4.330710192486804,0
0.9655431515326277,-1.232565953939383,-0.660028148910743,-0.5727362379847326,3.6648910689774414,-2.2045604057040737,1.630114366192645,0.5494295074357635,-1.2290179365531857,4.48908268390549,1
2.053113134083201,-0.5807428665427343,-0.26432148874017936,0.32524540234745625,-0.5006378116889292,-3.18458628422174,-1.5465077661764057,1.2802152727174614,0.8515763202461846,2.6218075742849547,0
-0.27147188756685137,-0.7429552276527003,-0.32489481464022496,-1.4532578774352483,1.1140063333191994,4.086545267737684,2.1416241776169174,0.16924540481896463,0.8336373968036918,0.28312684346081923,0
